,userId,movieId,rating
807,5,508,5.0
741,5,337,4.0
692,5,257,2.0
618,5,123,4.0
718,5,307,5.0
626,5,138,3.0
620,5,126,3.0
715,5,302,3.0
805,5,506,5.0
809,5,510,4.0
811,5,512,5.0
701,5,275,5.0
761,5,398,5.0
657,5,197,3.0
703,5,277,5.0
705,5,287,4.0
771,5,418,5.0
725,5,314,5.0
753,5,378,4.0
645,5,176,3.0
711,5,297,4.0
567,5,9,3.0
624,5,134,3.0
690,5,253,4.0
668,5,217,3.0
687,5,249,2.0
635,5,156,3.0
609,5,97,5.0
759,5,395,4.0
588,5,43,4.0
739,5,334,5.0
806,5,507,3.0
734,5,325,4.0
732,5,322,5.0
779,5,436,5.0
813,5,514,4.0
746,5,355,3.0
582,5,32,4.0
589,5,46,1.0
804,5,505,5.0
655,5,192,4.0
574,5,20,2.0
573,5,18,2.0
794,5,472,3.0
789,5,461,3.0
581,5,31,4.0
676,5,229,3.0
623,5,133,5.0
702,5,276,4.0
756,5,383,4.0
726,5,315,3.0
568,5,10,4.0
754,5,379,3.0
752,5,376,5.0
719,5,308,5.0
783,5,444,3.0
686,5,244,3.0
768,5,412,4.0
700,5,274,4.0
560,5,1,4.0
801,5,485,5.0
572,5,16,4.0
604,5,84,4.0
659,5,202,4.0
615,5,116,4.0
619,5,124,4.0
710,5,295,5.0
782,5,443,4.0
640,5,166,3.0
667,5,216,4.0
834,5,594,5.0
636,5,157,3.0
642,5,172,3.0
691,5,254,3.0
621,5,131,4.0
593,5,55,4.0
577,5,24,3.0
673,5,225,4.0
627,5,140,5.0
670,5,220,3.0
722,5,311,4.0
735,5,326,5.0
675,5,228,3.0
583,5,33,5.0
608,5,93,3.0
564,5,5,4.0
708,5,291,5.0
772,5,422,3.0
654,5,191,3.0
736,5,328,4.0
785,5,450,4.0
580,5,30,3.0
810,5,511,4.0
571,5,15,4.0
778,5,434,3.0
724,5,313,4.0
787,5,455,3.0
764,5,404,2.0
683,5,239,5.0
815,5,520,3.0
800,5,484,3.0
680,5,235,3.0
575,5,21,5.0
660,5,203,4.0
586,5,41,3.0
625,5,136,3.0
682,5,238,4.0
765,5,406,4.0
634,5,153,3.0
717,5,306,3.0
713,5,300,3.0
563,5,4,5.0
656,5,196,5.0
616,5,118,4.0
610,5,99,4.0
651,5,186,2.0
731,5,320,3.0
742,5,338,3.0
653,5,189,4.0
644,5,175,4.0
817,5,527,5.0
760,5,396,3.0
704,5,285,1.0
649,5,184,4.0
694,5,263,3.0
795,5,473,3.0
797,5,476,3.0
769,5,413,4.0
775,5,428,4.0
812,5,513,3.0
737,5,329,3.0
770,5,415,4.0
777,5,431,3.0
658,5,200,2.0
671,5,221,5.0
791,5,465,3.0
750,5,363,3.0
664,5,212,5.0
628,5,142,3.0
591,5,53,4.0
565,5,6,4.0
738,5,332,3.0
561,5,2,5.0
790,5,464,3.0
744,5,340,3.0
685,5,243,4.0
798,5,478,2.0
562,5,3,3.0
607,5,92,4.0
829,5,577,4.0
730,5,319,4.0
677,5,230,3.0
576,5,23,4.0
743,5,339,3.0
748,5,359,4.0
720,5,309,4.0
639,5,165,4.0
780,5,438,3.0
688,5,250,3.0
630,5,146,3.0
788,5,459,3.0
755,5,381,3.0
747,5,356,3.0
773,5,426,3.0
570,5,14,4.0
796,5,475,4.0
587,5,42,4.0
674,5,226,5.0
751,5,370,3.0
793,5,470,3.0
603,5,82,4.0
774,5,427,3.0
844,5,630,4.0
840,5,618,5.0
699,5,273,5.0
745,5,350,3.0
597,5,71,3.0
786,5,451,4.0
799,5,480,3.0
638,5,162,2.0
631,5,149,3.0
733,5,324,3.0
749,5,360,3.0
584,5,37,4.0
740,5,335,3.0
613,5,113,3.0
661,5,205,3.0
836,5,607,1.0
633,5,152,2.0
622,5,132,3.0
814,5,519,3.0
614,5,115,3.0
758,5,391,4.0
707,5,290,3.0
835,5,600,3.0
820,5,540,4.0
594,5,58,3.0
803,5,497,3.0
706,5,288,3.0
729,5,318,3.0
757,5,387,3.0
601,5,80,4.0
595,5,59,3.0
605,5,88,3.0
822,5,545,4.0
681,5,236,4.0
697,5,271,1.0
672,5,222,3.0
678,5,232,3.0
714,5,301,3.0
776,5,430,3.0
679,5,233,4.0
830,5,578,5.0
712,5,298,4.0
819,5,534,4.0
727,5,316,3.0
566,5,7,3.0
763,5,401,3.0
716,5,305,3.0
599,5,78,3.0
818,5,533,3.0
596,5,68,4.0
781,5,440,3.0
832,5,580,4.0
802,5,494,4.0
824,5,555,3.0
612,5,109,3.0
816,5,521,4.0
578,5,25,4.0
632,5,151,1.0
821,5,543,1.0
721,5,310,3.0
650,5,185,3.0
579,5,26,3.0
590,5,49,4.0
629,5,143,3.0
723,5,312,4.0
693,5,262,3.0
606,5,90,1.0
684,5,241,3.0
873,5,824,3.0
592,5,54,4.0
602,5,81,4.0
766,5,407,4.0
643,5,173,3.0
849,5,650,4.0
845,5,639,3.0
784,5,445,3.0
762,5,399,3.0
695,5,264,4.0
698,5,272,3.0
910,6,1322,0.5
921,6,2014,2.0
906,6,1187,5.0
907,6,1211,4.0
912,6,1404,1.5
898,6,909,4.0
901,6,921,4.5
911,6,1398,4.0
905,6,1154,3.5
900,6,920,5.0
927,6,2355,4.5
895,6,839,4.0
876,6,52,3.0
940,6,3194,4.0
882,6,404,5.0
919,6,1986,3.0
916,6,1755,3.5
932,6,2836,3.5
935,6,2966,2.5
917,6,1905,5.0
925,6,2078,4.5
909,6,1267,3.0
913,6,1431,4.5
903,6,945,1.5
904,6,969,5.0
893,6,702,3.0
960,6,4076,4.5
884,6,505,2.0
933,6,2892,5.0
954,6,3832,0.5
946,6,3559,3.0
938,6,3138,2.0
958,6,3915,1.5
943,6,3414,1.0
888,6,510,5.0
880,6,314,5.0
883,6,418,5.0
887,6,509,3.0
877,6,123,4.5
879,6,224,5.0
881,6,337,3.0
886,6,507,2.5
892,6,615,4.5
874,6,0,4.5
899,6,911,4.0
885,6,506,3.0
890,6,546,4.0
878,6,138,4.0
875,6,46,4.5
897,6,898,4.0
992,6,5374,4.0
994,6,5381,2.5
993,6,5376,1.0
990,6,5371,4.0
996,6,5391,4.0
979,6,5260,4.5
964,6,4334,4.0
971,6,4800,4.0
961,6,4137,4.5
947,6,3568,4.0
930,6,2674,1.5
970,6,4795,4.5
967,6,4427,4.5
950,6,3638,4.5
976,6,5166,2.5
934,6,2920,4.0
962,6,4159,4.0
983,6,5305,4.5
953,6,3819,3.5
951,6,3640,4.5
957,6,3890,3.0
949,6,3614,4.0
955,6,3873,4.0
948,6,3574,4.0
975,6,5160,3.5
891,6,602,4.0
978,6,5222,4.5
931,6,2700,1.0
926,6,2145,4.0
929,6,2546,4.5
918,6,1979,1.5
915,6,1730,2.0
902,6,939,5.0
896,6,886,1.5
894,6,706,4.0
889,6,512,3.5
969,6,4639,2.0
963,6,4161,4.5
956,6,3885,3.0
968,6,4608,4.5
965,6,4351,4.0
952,6,3745,3.5
942,6,3234,4.5
937,6,3002,4.0
928,6,2507,1.5
922,6,2017,2.5
923,6,2029,1.5
924,6,2039,3.5
974,6,5132,4.5
985,6,5330,1.0
914,6,1494,5.0
959,6,3984,5.0
981,6,5270,1.0
999,6,5739,2.0
941,6,3197,0.5
908,6,1218,3.0
973,6,4940,4.0
997,6,5687,3.0
980,6,5269,3.5
977,6,5171,2.0
944,6,3446,1.5
984,6,5310,1.5
991,6,5372,3.5
987,6,5342,1.0
989,6,5365,4.0
939,6,3157,2.0
995,6,5382,2.5
998,6,5738,3.5
920,6,2007,4.5
1005,6,5883,3.5
1001,6,5818,2.0
986,6,5333,3.5
1049,7,257,4.0
1058,7,337,5.0
1070,7,509,3.0
1069,7,508,5.0
1037,7,123,4.0
1038,7,126,2.0
1071,7,510,4.0
1042,7,197,4.0
1051,7,277,5.0
1062,7,398,3.0
1048,7,253,3.0
1027,7,9,2.0
1039,7,156,5.0
1052,7,297,3.0
1046,7,217,5.0
1041,7,176,3.0
1063,7,418,4.0
1053,7,314,3.0
1035,7,97,3.0
1033,7,43,4.0
1055,7,322,5.0
1061,7,395,4.0
1031,7,32,5.0
1029,7,20,4.0
1056,7,325,3.0
1030,7,31,3.0
1064,7,436,2.0
1050,7,276,3.0
1032,7,35,3.0
1057,7,334,4.0
1034,7,46,5.0
1067,7,504,3.0
1068,7,505,3.0
1059,7,376,1.0
1060,7,383,3.0
1065,7,461,5.0
1066,7,472,3.0
1072,7,514,3.0
1093,8,2494,3.0
1092,8,2391,2.0
1073,8,37,3.0
1075,8,190,4.0
1084,8,1259,4.0
1096,8,3357,1.0
1088,8,1498,3.0
1080,8,794,2.0
1085,8,1464,2.0
1082,8,900,5.0
1091,8,2184,2.0
1076,8,329,3.0
1108,8,4110,4.0
1100,8,3873,4.0
1099,8,3832,3.0
1098,8,3745,4.0
1102,8,3879,4.0
1103,8,3903,5.0
1104,8,3920,1.0
1101,8,3875,4.0
1112,8,4137,5.0
1111,8,4117,5.0
1113,8,4141,4.0
1107,8,4096,3.0
1078,8,704,4.0
1079,8,705,5.0
1094,8,2793,3.0
1097,8,3638,5.0
1089,8,1711,5.0
1117,8,4167,4.0
1081,8,834,4.0
1083,8,969,5.0
1077,8,532,3.0
1074,8,158,3.0
1110,8,4112,4.0
1115,8,4147,4.0
1086,8,1486,3.0
1230,9,7802,5.0
1152,9,4644,4.0
1120,9,314,3.5
1128,9,1322,3.5
1206,9,7171,2.5
1178,9,6063,4.0
1141,9,3640,4.0
1209,9,7204,3.5
1187,9,6638,3.5
1163,9,5227,5.0
1179,9,6073,2.5
1205,9,7156,5.0
1237,9,7997,0.5
1143,9,3831,3.5
1194,9,6814,2.0
1176,9,5917,5.0
1190,9,6710,4.5
1229,9,7768,5.0
1181,9,6346,5.0
1236,9,7955,5.0
1196,9,6886,3.5
1256,9,8929,5.0
1123,9,694,4.0
1248,9,8372,0.5
1168,9,5374,2.5
1219,9,7466,5.0
1254,9,8636,1.0
1154,9,4799,3.0
1137,9,3157,3.5
1214,9,7331,2.0
1193,9,6787,3.0
1169,9,5380,3.5
1201,9,7056,4.5
1189,9,6682,3.5
1157,9,4812,4.5
1159,9,4919,4.0
1167,9,5332,5.0
1149,9,4288,3.0
1145,9,4131,3.0
1119,9,257,1.0
1126,9,946,3.0
1200,9,7039,4.0
1150,9,4360,3.5
1216,9,7371,5.0
1124,9,785,0.5
1121,9,506,4.0
1129,9,1390,4.0
1245,9,8303,4.5
1225,9,7619,3.5
1241,9,8201,4.0
1186,9,6534,3.5
1165,9,5269,3.5
1155,9,4800,4.0
1211,9,7212,2.5
1183,9,6433,3.0
1130,9,1939,0.5
1140,9,3638,4.0
1132,9,2078,0.5
1133,9,2145,1.0
1134,9,2226,0.5
1146,9,4137,4.0
1135,9,2674,4.0
1138,9,3194,4.5
1161,9,4948,5.0
1212,9,7214,3.0
1164,9,5260,3.5
1258,9,9006,5.0
1177,9,6058,3.0
1197,9,6905,4.5
1233,9,7921,4.0
1257,9,8970,4.0
1208,9,7188,3.0
1215,9,7363,3.0
1228,9,7749,3.0
1239,9,8036,3.0
1244,9,8296,3.5
1255,9,8787,3.5
1231,9,7867,4.5
1182,9,6352,5.0
1226,9,7647,4.0
1131,9,2007,3.5
1172,9,5781,2.5
1188,9,6658,3.0
1213,9,7256,3.0
1148,9,4227,3.0
1191,9,6744,2.5
1144,9,3986,3.0
1199,9,6968,3.5
1173,9,5794,4.5
1198,9,6929,0.5
1127,9,1005,3.0
1175,9,5911,3.0
1203,9,7087,3.0
1122,9,514,3.5
1242,9,8245,4.0
1250,9,8388,4.0
1252,9,8485,4.5
1218,9,7459,2.5
1221,9,7477,3.5
1223,9,7522,3.5
1184,9,6437,4.5
1166,9,5310,3.0
1147,9,4142,3.0
1192,9,6748,2.0
1246,9,8305,1.0
1249,9,8376,0.5
1171,9,5734,3.5
1238,9,8026,1.0
1162,9,5223,3.5
1240,9,8200,4.0
1234,9,7927,3.0
1210,9,7207,3.5
1317,10,1398,4.0
1318,10,1399,4.0
1315,10,1353,4.0
1316,10,1373,2.0
1293,10,839,5.0
1273,10,314,5.0
1322,10,1503,5.0
1265,10,123,5.0
1264,10,97,5.0
1259,10,5,5.0
1294,10,911,4.0
1286,10,507,4.0
1260,10,9,3.0
1279,10,398,5.0
1308,10,1209,4.0
1272,10,307,5.0
1282,10,418,4.0
1296,10,1053,3.0
1299,10,1084,5.0
1320,10,1477,2.0
1270,10,253,4.0
1277,10,337,4.0
1289,10,592,4.0
1301,10,1155,4.0
1276,10,334,3.0
1281,10,412,4.0
1263,10,84,3.0
1302,10,1171,4.0
1306,10,1199,4.0
1305,10,1189,4.0
1291,10,615,4.0
1288,10,546,4.0
1284,10,446,4.0
1290,10,594,4.0
1297,10,1066,3.0
1309,10,1217,3.0
1303,10,1181,3.0
1267,10,138,3.0
1262,10,40,2.0
1266,10,126,3.0
1292,10,838,3.0
1268,10,142,4.0
1310,10,1272,3.0
1307,10,1206,4.0
1300,10,1105,3.0
1275,10,333,2.0
1298,10,1071,1.0
1278,10,378,3.0
1269,10,176,3.0
1280,10,404,3.0
1283,10,430,3.0
1313,10,1291,5.0
1330,11,476,3.5
1338,11,1371,3.5
1340,11,1563,3.5
1327,11,225,4.5
1328,11,239,3.0
1326,11,220,5.0
1336,11,1081,3.0
1345,11,2022,4.0
1335,11,1045,5.0
1346,11,2039,5.0
1344,11,1947,5.0
1331,11,644,4.0
1325,11,189,5.0
1348,11,2959,4.5
1341,11,1821,3.0
1339,11,1537,5.0
1343,11,1940,5.0
1332,11,650,5.0
1329,11,315,3.5
1333,11,702,4.5
1334,11,964,3.5
1351,11,4644,5.0
1352,11,5227,5.0
1353,11,6058,5.0
1347,11,2731,5.0
1342,11,1870,5.0
1365,12,1628,3.0
1363,12,1291,4.0
1362,12,1231,4.0
1366,12,1916,2.0
1359,12,900,5.0
1364,12,1603,3.0
1356,12,265,1.0
1357,12,514,3.0
1367,12,1939,5.0
1358,12,879,3.0
1360,12,1193,4.0
1380,12,2907,4.0
1370,12,2627,3.0
1379,12,2903,3.0
1381,12,2948,3.0
1384,12,2996,5.0
1369,12,2547,2.0
1376,12,2840,4.0
1385,12,3090,4.0
1361,12,1219,3.0
1355,12,43,5.0
1374,12,2808,4.0
1383,12,2983,5.0
1372,12,2701,4.0
1371,12,2674,5.0
1430,13,509,2.0
1429,13,508,4.0
1396,13,123,4.0
1403,13,257,3.0
1407,13,302,2.0
1397,13,126,2.0
1404,13,277,3.0
1399,13,197,3.0
1406,13,297,4.0
1414,13,378,4.0
1431,13,510,4.0
1402,13,249,4.0
1395,13,97,5.0
1392,13,43,5.0
1400,13,229,5.0
1388,13,18,1.0
1390,13,31,4.0
1391,13,35,3.0
1410,13,325,1.0
1405,13,295,5.0
1427,13,485,4.0
1401,13,244,5.0
1409,13,314,4.0
1418,13,418,3.0
1393,13,84,5.0
1412,13,334,3.0
1421,13,444,5.0
1423,13,461,3.0
1398,13,163,3.0
1394,13,93,3.0
1389,13,24,4.0
1424,13,472,4.0
1432,13,514,3.0
1428,13,504,3.0
1426,13,484,3.0
1420,13,443,3.0
1417,13,415,4.0
1411,13,333,4.0
1386,13,3,3.0
1438,14,144,1.0
1466,14,1476,5.0
1437,14,131,1.0
1465,14,1391,2.5
1435,14,40,1.0
1473,14,1693,2.5
1444,14,313,1.0
1439,14,220,3.0
1472,14,1608,5.0
1452,14,656,2.0
1483,14,2624,5.0
1491,14,3002,4.0
1462,14,1035,3.0
1487,14,2696,1.5
1485,14,2657,4.0
1526,14,7075,4.0
1490,14,2982,3.0
1488,14,2808,3.0
1506,14,4408,3.5
1496,14,3461,5.0
1475,14,1939,4.0
1479,14,2226,2.5
1477,14,2145,4.0
1498,14,3638,3.5
1502,14,4137,3.5
1476,14,2078,3.0
1486,14,2674,5.0
1493,14,3141,1.5
1499,14,3640,5.0
1500,14,3873,4.0
1480,14,2372,5.0
1443,14,277,5.0
1445,14,314,5.0
1442,14,257,4.0
1547,14,8376,4.0
1560,14,8879,4.0
1519,14,6710,2.0
1531,14,7372,3.5
1504,14,4159,5.0
1453,14,659,4.0
1440,14,224,5.0
1557,14,8691,2.0
1461,14,969,5.0
1541,14,8063,1.0
1441,14,254,3.0
1436,14,43,3.5
1551,14,8475,1.5
1447,14,461,5.0
1469,14,1503,3.5
1537,14,7768,2.0
1455,14,900,4.0
1460,14,964,3.5
1474,14,1734,4.5
1553,14,8550,2.0
1449,14,507,5.0
1549,14,8438,4.5
1492,14,3006,3.5
1530,14,7212,3.0
1546,14,8372,2.0
1467,14,1486,5.0
1516,14,6331,4.5
1507,14,4615,3.0
1544,14,8252,4.5
1520,14,6743,2.0
1468,14,1487,4.0
1555,14,8681,2.0
1523,14,6922,4.0
1489,14,2945,4.0
1552,14,8537,2.0
1509,14,4935,3.0
1550,14,8467,4.5
1540,14,8026,4.0
1561,14,8900,4.5
1484,14,2641,3.5
1566,14,9347,3.5
1568,14,9437,3.5
1482,14,2614,4.0
1563,14,9221,5.0
1514,14,6305,4.5
1562,14,9090,3.0
1545,14,8274,4.0
1454,14,898,5.0
1459,14,939,4.0
1457,14,911,5.0
1527,14,7090,3.5
1463,14,1158,3.0
1558,14,8697,2.0
1556,14,8683,5.0
1458,14,915,5.0
1456,14,902,5.0
1567,14,9433,5.0
1464,14,1243,4.5
1508,14,4851,3.5
1518,14,6630,3.5
1539,14,7979,3.0
1511,14,5265,3.5
1524,14,7014,3.0
1534,14,7562,3.5
1532,14,7515,5.0
1535,14,7693,2.0
1478,14,2193,4.5
1451,14,615,3.5
1538,14,7888,3.0
1513,14,5896,5.0
1542,14,8137,4.0
1548,14,8395,1.5
1554,14,8647,2.5
1536,14,7767,3.0
1627,15,1826,1.5
1630,15,1987,3.0
1586,15,656,4.0
1632,15,2044,3.5
1628,15,1872,3.0
1572,15,172,2.0
1616,15,960,4.0
1638,15,2350,4.0
1639,15,2392,3.5
1596,15,889,3.5
1597,15,891,2.5
1644,15,2988,3.5
1577,15,278,4.0
1622,15,1265,3.5
1625,15,1571,3.5
1631,15,2032,3.5
1576,15,277,4.0
1587,15,659,2.5
1570,15,46,4.0
1579,15,461,4.0
1624,15,1494,4.0
1588,15,686,3.5
1589,15,694,3.5
1598,15,896,4.0
1661,15,6710,4.5
1585,15,602,4.5
